iso3,country,disaggregation,disagg.value,region,subregion,section,190_percent_2002,190_percent_2003,190_percent_2004,190_percent_2005,190_percent_2006,190_percent_2007,190_percent_2008,190_percent_2009,190_percent_2010,190_percent_2011,190_percent_2012,190_percent_2013,190_percent_2014,190_percent_2015,190_percent_2016,190_percent_2017,190_percent_2018,190_percent_2019,190_percent_2020,190_percent_2021,190_percent_2022,320_percent_2002,320_percent_2003,320_percent_2004,320_percent_2005,320_percent_2006,320_percent_2007,320_percent_2008,320_percent_2009,320_percent_2010,320_percent_2011,320_percent_2012,320_percent_2013,320_percent_2014,320_percent_2015,320_percent_2016,320_percent_2017,320_percent_2018,320_percent_2019,320_percent_2020,320_percent_2021,320_percent_2022,65_years_2021,at_least_basic_sanitation_2000,at_least_basic_sanitation_2001,at_least_basic_sanitation_2002,at_least_basic_sanitation_2003,at_least_basic_sanitation_2004,at_least_basic_sanitation_2005,at_least_basic_sanitation_2006,at_least_basic_sanitation_2007,at_least_basic_sanitation_2008,at_least_basic_sanitation_2009,at_least_basic_sanitation_2010,at_least_basic_sanitation_2011,at_least_basic_sanitation_2012,at_least_basic_sanitation_2013,at_least_basic_sanitation_2014,at_least_basic_sanitation_2015,at_least_basic_sanitation_2016,at_least_basic_sanitation_2017,at_least_basic_sanitation_2018,at_least_basic_sanitation_2019,at_least_basic_sanitation_2020,at_least_basic_water_2000,at_least_basic_water_2001,at_least_basic_water_2002,at_least_basic_water_2003,at_least_basic_water_2004,at_least_basic_water_2005,at_least_basic_water_2006,at_least_basic_water_2007,at_least_basic_water_2008,at_least_basic_water_2009,at_least_basic_water_2010,at_least_basic_water_2011,at_least_basic_water_2012,at_least_basic_water_2013,at_least_basic_water_2014,at_least_basic_water_2015,at_least_basic_water_2016,at_least_basic_water_2017,at_least_basic_water_2018,at_least_basic_water_2019,at_least_basic_water_2020,basic_sanitation_2000,basic_sanitation_2001,basic_sanitation_2002,basic_sanitation_2003,basic_sanitation_2004,basic_sanitation_2005,basic_sanitation_2006,basic_sanitation_2007,basic_sanitation_2008,basic_sanitation_2009,basic_sanitation_2010,basic_sanitation_2011,basic_sanitation_2012,basic_sanitation_2013,basic_sanitation_2014,basic_sanitation_2015,basic_sanitation_2016,basic_sanitation_2017,basic_sanitation_2018,basic_sanitation_2019,basic_sanitation_2020,basic_water_2000,basic_water_2001,basic_water_2002,basic_water_2003,basic_water_2004,basic_water_2005,basic_water_2006,basic_water_2007,basic_water_2008,basic_water_2009,basic_water_2010,basic_water_2011,basic_water_2012,basic_water_2013,basic_water_2014,basic_water_2015,basic_water_2016,basic_water_2017,basic_water_2018,basic_water_2019,basic_water_2020,community_health_workers_2000,community_health_workers_2001,community_health_workers_2003,community_health_workers_2004,community_health_workers_2005,community_health_workers_2006,community_health_workers_2007,community_health_workers_2008,community_health_workers_2009,community_health_workers_2010,community_health_workers_2011,community_health_workers_2012,community_health_workers_2013,community_health_workers_2014,community_health_workers_2015,community_health_workers_2016,early_childbearing_prev_2000,early_childbearing_prev_2001,early_childbearing_prev_2002,early_childbearing_prev_2003,early_childbearing_prev_2004,early_childbearing_prev_2005,early_childbearing_prev_2006,early_childbearing_prev_2007,early_childbearing_prev_2008,early_childbearing_prev_2009,early_childbearing_prev_2010,early_childbearing_prev_2011,early_childbearing_prev_2012,early_childbearing_prev_2013,early_childbearing_prev_2014,early_childbearing_prev_2015,early_childbearing_prev_2016,early_childbearing_prev_2017,early_childbearing_prev_2018,early_childbearing_prev_2019,early_childbearing_prev_2020,early_childbearing_prev_2021,female_secondary_enroll_net_2016,female_secondary_enroll_net_2017,female_secondary_enroll_net_2018,female_secondary_enroll_net_2019,female_secondary_enroll_net_2020,female_secondary_enroll_net_2021,female_secondary_enroll_net_2022,GDP_capita_PPP_2011,GDP_capita_PPP_2012,GDP_capita_PPP_2013,GDP_capita_PPP_2014,GDP_capita_PPP_2015,GDP_capita_PPP_2016,GDP_capita_PPP_2017,GDP_capita_PPP_2018,GDP_capita_PPP_2019,GDP_capita_PPP_2020,GDP_capita_PPP_2021,GDP_capita_PPP_2022,gender_inequality_2021,gender_inequality_rank_2021,gini_2003,gini_2004,gini_2005,gini_2006,gini_2008,gini_2009,gini_2010,gini_2011,gini_2012,gini_2013,gini_2014,gini_2015,gini_2016,gini_2017,gini_2018,gini_2019,gini_2020,gini_2021,gini_rank_2003,gini_rank_2004,gini_rank_2005,gini_rank_2006,gini_rank_2008,gini_rank_2009,gini_rank_2010,gini_rank_2011,gini_rank_2012,gini_rank_2013,gini_rank_2014,gini_rank_2015,gini_rank_2016,gini_rank_2017,gini_rank_2018,gini_rank_2019,gini_rank_2020,gini_rank_2021,limited_sanitation_2000,limited_sanitation_2001,limited_sanitation_2002,limited_sanitation_2003,limited_sanitation_2004,limited_sanitation_2005,limited_sanitation_2006,limited_sanitation_2007,limited_sanitation_2008,limited_sanitation_2009,limited_sanitation_2010,limited_sanitation_2011,limited_sanitation_2012,limited_sanitation_2013,limited_sanitation_2014,limited_sanitation_2015,limited_sanitation_2016,limited_sanitation_2017,limited_sanitation_2018,limited_sanitation_2019,limited_sanitation_2020,limited_water_2000,limited_water_2001,limited_water_2002,limited_water_2003,limited_water_2004,limited_water_2005,limited_water_2006,limited_water_2007,limited_water_2008,limited_water_2009,limited_water_2010,limited_water_2011,limited_water_2012,limited_water_2013,limited_water_2014,limited_water_2015,limited_water_2016,limited_water_2017,limited_water_2018,limited_water_2019,limited_water_2020,nurses_and_midwives_2004,nurses_and_midwives_2008,nurses_and_midwives_2010,nurses_and_midwives_2012,nurses_and_midwives_2014,nurses_and_midwives_2015,nurses_and_midwives_2016,nurses_and_midwives_2017,nurses_and_midwives_2018,nurses_and_midwives_2019,open_defecation_2000,open_defecation_2001,open_defecation_2002,open_defecation_2003,open_defecation_2004,open_defecation_2005,open_defecation_2006,open_defecation_2007,open_defecation_2008,open_defecation_2009,open_defecation_2010,open_defecation_2011,open_defecation_2012,open_defecation_2013,open_defecation_2014,open_defecation_2015,open_defecation_2016,open_defecation_2017,open_defecation_2018,open_defecation_2019,open_defecation_2020,physicians_2001,physicians_2004,physicians_2009,physicians_2010,physicians_2011,physicians_2012,physicians_2013,physicians_2014,physicians_2015,physicians_2016,physicians_2017,physicians_2018,physicians_2019,population_2021,rural_percent_2020,safely_managed_sanitation_2000,safely_managed_sanitation_2001,safely_managed_sanitation_2002,safely_managed_sanitation_2003,safely_managed_sanitation_2004,safely_managed_sanitation_2005,safely_managed_sanitation_2006,safely_managed_sanitation_2007,safely_managed_sanitation_2008,safely_managed_sanitation_2009,safely_managed_sanitation_2010,safely_managed_sanitation_2011,safely_managed_sanitation_2012,safely_managed_sanitation_2013,safely_managed_sanitation_2014,safely_managed_sanitation_2015,safely_managed_sanitation_2016,safely_managed_sanitation_2017,safely_managed_sanitation_2018,safely_managed_sanitation_2019,safely_managed_sanitation_2020,safely_managed_water_2000,safely_managed_water_2001,safely_managed_water_2002,safely_managed_water_2003,safely_managed_water_2004,safely_managed_water_2005,safely_managed_water_2006,safely_managed_water_2007,safely_managed_water_2008,safely_managed_water_2009,safely_managed_water_2010,safely_managed_water_2011,safely_managed_water_2012,safely_managed_water_2013,safely_managed_water_2014,safely_managed_water_2015,safely_managed_water_2016,safely_managed_water_2017,safely_managed_water_2018,safely_managed_water_2019,safely_managed_water_2020,surface_water_2000,surface_water_2001,surface_water_2002,surface_water_2003,surface_water_2004,surface_water_2005,surface_water_2006,surface_water_2007,surface_water_2008,surface_water_2009,surface_water_2010,surface_water_2011,surface_water_2012,surface_water_2013,surface_water_2014,surface_water_2015,surface_water_2016,surface_water_2017,surface_water_2018,surface_water_2019,surface_water_2020,u5_pop_2021,u5mr_2000,u5mr_2001,u5mr_2002,u5mr_2003,u5mr_2004,u5mr_2005,u5mr_2006,u5mr_2007,u5mr_2008,u5mr_2009,u5mr_2010,u5mr_2011,u5mr_2012,u5mr_2013,u5mr_2014,u5mr_2015,u5mr_2016,u5mr_2017,u5mr_2018,u5mr_2019,u5mr_2020,undernourishment_prev_2001,undernourishment_prev_2002,undernourishment_prev_2003,undernourishment_prev_2004,undernourishment_prev_2005,undernourishment_prev_2006,undernourishment_prev_2007,undernourishment_prev_2008,undernourishment_prev_2009,undernourishment_prev_2010,undernourishment_prev_2011,undernourishment_prev_2012,undernourishment_prev_2013,undernourishment_prev_2014,undernourishment_prev_2015,undernourishment_prev_2016,undernourishment_prev_2017,undernourishment_prev_2018,unimproved_sanitation_2000,unimproved_sanitation_2001,unimproved_sanitation_2002,unimproved_sanitation_2003,unimproved_sanitation_2004,unimproved_sanitation_2005,unimproved_sanitation_2006,unimproved_sanitation_2007,unimproved_sanitation_2008,unimproved_sanitation_2009,unimproved_sanitation_2010,unimproved_sanitation_2011,unimproved_sanitation_2012,unimproved_sanitation_2013,unimproved_sanitation_2014,unimproved_sanitation_2015,unimproved_sanitation_2016,unimproved_sanitation_2017,unimproved_sanitation_2018,unimproved_sanitation_2019,unimproved_sanitation_2020,unimproved_water_2000,unimproved_water_2001,unimproved_water_2002,unimproved_water_2003,unimproved_water_2004,unimproved_water_2005,unimproved_water_2006,unimproved_water_2007,unimproved_water_2008,unimproved_water_2009,unimproved_water_2010,unimproved_water_2011,unimproved_water_2012,unimproved_water_2013,unimproved_water_2014,unimproved_water_2015,unimproved_water_2016,unimproved_water_2017,unimproved_water_2018,unimproved_water_2019,unimproved_water_2020
ESP,Spain,sex,Boys,Europe,Southern Europe,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.74,5.6,5.46,5.3,5.13,4.94,4.73,4.53,4.33,4.14,3.98,3.84,3.73,3.64,3.59,3.56,3.54,3.54,3.54,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,sex,Girls,Europe,Southern Europe,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,4.79,4.66,4.54,4.41,4.27,4.12,3.97,3.82,3.67,3.53,3.4,3.27,3.17,3.08,3.02,2.97,2.96,2.95,2.95,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,all,,Europe,Northern Europe,Social determinants of nutrition,0.99,0.96,0.45,0.76,0.71,0.43,0.35,0.56,0.71,0.98,0.72,0.83,0.68,0.59,0.47,0.27,0.23,0.23,0.23,0.23,0.23,4.87,5.28,2.79,1.64,1.33,0.75,0.74,1.06,1.56,1.59,1.34,1.46,1.18,0.91,0.67,0.53,0.47,0.47,0.47,0.47,0.47,270.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,7.16,7.16,7.15,7.08,7,6.92,6.85,6.78,6.71,6.64,6.57,6.5,6.43,6.37,6.31,6.25,6.19,6.14,6.08,6.08,5.66,5.5,5.34,5.18,5.01,4.85,4.69,4.54,4.38,4.22,4.05,3.89,3.72,3.6,3.64,3.67,3.7,3.73,3.76,3.8,3.83,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.94,98.64,98.32,97.8,96.89,,,28057.35,29066.95,29596.01,30548.74,31113.33,32085.78,33903.13,35181.98,36488.52,35341.82,38275.69,38352.91,0.1,28/170,,,,,,,,,,,,,,,,30.8,,,,,,,,,,,,,,,,,,34/163,,,0,0,0,0.04,0.1,0.16,0.22,0.28,0.34,0.4,0.46,0.52,0.58,0.64,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6.63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3.46,,,1328.7,30.77,92.57,92.57,92.58,92.55,92.57,92.6,92.62,92.64,92.66,92.68,92.7,92.71,92.73,92.74,92.76,92.82,92.89,92.95,93.01,93.06,93.06,93.58,93.76,93.94,94.12,94.3,94.49,94.67,95.21,95.37,95.53,95.7,95.86,96.02,96.15,96.11,96.08,95.84,95.83,95.81,95.79,95.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.68,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,3.4,2.9,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,0.28,0.27,0.26,0.26,0.25,0.24,0.24,0.23,0.22,0.21,0.21,0.2,0.19,0.18,0.18,0.17,0.16,0.15,0.16,0.16,0.16,0.76,0.74,0.72,0.7,0.68,0.66,0.65,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.46,0.45,0.43,0.41,0.41
EST,Estonia,sex,Both,Europe,Northern Europe,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94,10.08,9.26,8.51,7.81,7.16,6.56,6.01,5.5,5.02,4.59,4.2,3.86,3.56,3.3,3.06,2.84,2.63,2.44,2.27,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,sex,Boys,Europe,Northern Europe,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,11.22,10.3,9.45,8.64,7.93,7.25,6.63,6.06,5.53,5.05,4.63,4.25,3.92,3.63,3.37,3.12,2.9,2.69,2.49,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,sex,Girls,Europe,Northern Europe,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,8.87,8.18,7.51,6.93,6.36,5.85,5.36,4.91,4.48,4.1,3.76,3.45,3.19,2.95,2.74,2.54,2.36,2.18,2.03,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,all,,Africa,Eastern Africa,Social determinants of nutrition,50.12,57.18,43.44,38.33,37.9,37.34,36.93,36.76,35.98,34.8,34.33,33.28,32.37,31.27,28.98,24.66,22.31,19.54,17.55,16.78,14.15,86.43,89.51,83.36,79.33,78.58,77.75,76.95,76.32,75.15,74.14,73.33,72.17,71.06,69.58,66.76,61.33,57.69,52.82,48.87,47.68,42.88,3774.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.71,0.79,0.87,0.95,1.03,1.11,1.19,1.27,1.35,1.43,1.51,1.59,1.67,1.75,1.83,1.91,1.99,2.07,2.15,2.23,13.11,14.35,15.79,17.21,18.59,19.94,21.27,22.57,23.87,25.15,26.39,27.6,28.77,29.92,31.03,32.11,33.15,34.17,35.16,36.11,37.04,,,,,,,,,0.36,,,,,,,,24.2,,,,,28.4,,,,,,22.2,,,,,21.1,,,,,,,,,,,,,1474.7,1577.76,1706.65,1852.79,2013.26,2140.08,2321.44,2460.88,2641.01,2756.87,2855.35,2918.29,0.52,129/170,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,70/163,,,,,,,3.7,3.85,4.01,4.16,4.33,4.51,4.69,4.88,5.13,5.39,5.66,5.94,6.23,6.52,6.82,7.13,7.45,7.78,8.12,8.47,8.83,6.5,7.5,8.5,9.51,10.52,11.54,12.56,13.58,14.61,15.63,16.65,17.67,18.69,19.71,20.73,21.74,22.75,23.75,24.75,25.75,26.74,,,,,,,,,0.71,,77.08,74.03,70.97,67.93,64.9,61.87,58.85,55.83,52.74,49.67,46.61,43.57,40.54,37.53,34.55,31.57,28.62,25.69,22.77,19.87,17,,,,,,,,,,,,0.08,,120283.03,78.31,2.12,2.38,2.63,2.88,3.12,3.36,3.59,3.82,4.06,4.31,4.54,4.78,5.01,5.22,5.44,5.65,5.87,6.07,6.28,6.48,6.68,4.98,5.36,5.54,5.73,5.94,6.16,6.41,6.67,7.02,7.39,7.78,8.18,8.6,9.04,9.49,9.96,10.45,10.96,11.48,12.02,12.58,32.97,31.53,30.1,28.67,27.25,25.83,24.42,23,21.56,20.12,18.69,17.28,15.87,14.47,13.09,11.71,10.35,9,7.66,6.33,5.01,17797.91,,,,,,,,,,,,,,,,,,,,,,47.1,44.3,42.7,39.2,37.2,35.8,35.3,33.9,31.8,30.7,30.1,29.9,27.5,24.8,21.5,20.6,19.9,19.7,16.46,19.04,21.6,24.16,26.7,29.24,31.76,34.28,36.79,39.29,41.76,44.21,46.64,49.05,51.44,53.81,56.15,58.46,60.76,63.03,65.27,42.45,41.26,40.07,38.89,37.71,36.53,35.36,34.18,32.94,31.72,30.49,29.27,28.06,26.86,25.67,24.48,23.3,22.12,20.95,19.79,18.64
ETH,Ethiopia,sex,Both,Africa,Eastern Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.68,134.56,128.27,121.79,115.3,108.87,102.77,97,91.64,86.67,82.03,77.65,73.5,69.58,65.86,62.36,59.03,55.92,53.16,50.79,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,sex,Boys,Africa,Eastern Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.08,144.75,138.24,131.51,124.73,117.99,111.62,105.55,99.92,94.66,89.72,85.11,80.71,76.6,72.57,68.83,65.33,61.95,58.98,56.4,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,sex,Girls,Africa,Eastern Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.59,123.78,117.71,111.57,105.36,99.23,93.39,87.98,82.89,78.27,73.94,69.81,65.88,62.19,58.8,55.51,52.37,49.59,47.04,44.85,42.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,all,,Europe,Northern Europe,Social determinants of nutrition,0.03,0.05,0.04,0.06,0.08,0.06,0.05,0.05,0.05,0.05,0.05,0.09,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.07,0.1,0.09,0.1,0.13,0.06,0.07,0.06,0.05,0.09,0.08,0.1,0.08,0.09,0.11,0.11,0.11,0.11,0.11,1267.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.46,19.2,18.94,18.69,18.43,18.17,17.92,17.66,17.4,17.15,16.89,16.63,16.38,16.12,15.86,15.6,15.35,15.35,15.35,15.35,15.35,6.51,6.07,5.63,5.19,4.76,4.32,3.88,3.44,3,2.57,2.13,1.69,1.25,0.81,0.37,0.37,0.37,0.37,0.37,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.96,95.46,95.46,95.09,96.97,,,46947.79,46069.13,45439.77,45069.68,45145.07,46282.74,47621.51,48079.42,48624.11,47442.51,48932.53,49685.54,0.03,6/170,,,,,,,,,,,,,,,,27.7,,,,,,,,,,,,,,,,,,13/163,,,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,14.88,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,4.64,,5535.99,14.48,79.99,80.25,80.5,80.76,81.02,81.27,81.53,81.79,82.04,82.3,82.56,82.82,83.07,83.33,83.59,83.84,84.1,84.1,84.1,84.1,84.1,93.49,93.93,94.37,94.81,95.24,95.68,96.12,96.56,97,97.43,97.87,98.31,98.75,99.19,99.63,99.63,99.63,99.63,99.63,99.64,99.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.64,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,Finland,sex,Both,Europe,Northern Europe,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,4.17,4.07,3.97,3.87,3.75,3.61,3.47,3.31,3.16,3.02,2.88,2.76,2.65,2.56,2.49,2.44,2.4,2.37,2.34,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
